bnitems	9991479517896860251	13430986.75	3233969.82	178	8344169398048163070	0.0021	3.9673467	13434320.20	3230965.00	178	´¨ÃÃ»ð¹øÀèÃ÷Æì½¢µê
bnitems	9991479517896860251	13430986.75	3233969.82	178	8344169398048163071	0.0022	4.9673467	13434321.20	3230966.00	178	Ïç¼äÓ¡Ïó
bnitems	9991479517896860251	13430986.75	3233969.82	178	8344169398048163072	0.0023	7.9673467	11434321.20	3230966.00	178	¾àÀë´óÓÚ8KM
bnitems	9991479517896860251	13430986.75	3233969.82	178	8344169398048163073	0.0024	7.9673467	13434321.20	3230965.00	178	¾àÀëÐ¡ÓÚ8KM
bnitems	9991479517896860252	13430986.75	3233969.82	178	8344169398048163073	0.0025	7.9673467	11434321.20	3230965.00	178	¾àÀë´óÓÚ8KM001
bnitems	9991479517896860252	13430986.75	3233969.82	178	8344169398048163074	0.0025	7.9673467	11434321.20	1230965.00	178	¾àÀë´óÓÚ8KM002
bnitems	9991479517896860252	13430986.75	3233969.82	178	8344169398048163075	0.0025	7.9673467	1434321.20	230965.00	178	¾àÀë´óÓÚ8KM003
bnitems	9991479517896860253	11430986.75	3233969.82	178	8344169398048163076	0.0021	3.9673467	13434320.20	3230965.00	178	²»Âú×ã¸½½üËÑË÷001
bnitems	9991479517896860253	12430986.75	3233969.82	178	8344169398048163077	0.0022	3.9673467	13434320.20	3230965.00	178	²»Âú×ã¸½½üËÑË÷002
bnitems	9991479517896860254	13430996.75	3233999.82	178	8344169398048163078	0.0023	3.9673467	13434320.20	3230965.00	178	¸½½üËÑË÷001Âú×ã
bnitems	9991479517896860254	13430996.75	3233999.82	178	8344169398048163079	0.0022	3.9673467	13434321.20	3230966.00	178	¸½½üËÑË÷002Âú×ã
bnitems	9991479517896860255	13430986.75	3233969.82	178	8344169398048163080	0.0021	3.9673467	13434322.20	3230967.00	178	¸½½üËÑË÷002Âú×ã
bnitems	9991479517896860255	13430986.75	3233969.82	178	8344169398048163081	0.0021	3.9673467	3434320.20	230965.00	178	¸½½üËÑË÷002Âú×ã
bnitems	9991479517896860256	3430990.75	233973.82	178	8344169398048163082	0.0021	3.9673467	13434321.20	3230965.00	178	¸½½üËÑË÷002²»Âú×ã
bnitems	9991479517896860256	3430990.75	233973.82	178	8344169398048163083	0.0022	3.9673467	13434322.20	3230965.00	178	¸½½üËÑË÷002²»Âú×ã
bnitems	9991479517896860257	13430986.75	3233969.82	178	8344169398048163084	0.0021	3.9673467	3434322.20	230967.00	178	¸½½üËÑË÷002Âú×ã
bnitems	9991479517896860257	13430986.75	3233969.82	178	8344169398048163085	0.0021	3.9673467	2434320.20	230965.00	178	¸½½üËÑË÷002Âú×ã
bnitems	9991479517896860258	3430990.75	233973.82	178	8344169398048163086	0.0021	3.9673467	1434321.20	230965.00	178	¸½½üËÑË÷002²»Âú×ã
bnitems	9991479517896860258	3430990.75	233973.82	178	8344169398048163087	0.0022	3.9673467	434322.20	230965.00	178	¸½½üËÑË÷002²»Âú×ã
bnitems	9991479517896860259	3430990.75	233973.82	178	8344169398048163088	0.0021	3.9673467	1434321.20	230965.00	178	¸½½üËÑË÷002²»Âú×ã
bnitems	9991479517896860259	3430990.75	233973.82	178	8344169398048163089	0.0022	3.9673467	434322.20	230965.00	178	¸½½üËÑË÷002²»Âú×ã
bnitems	9991479517896860260	3430990.75	233973.82	178	8344169398048163090	0.0024	3.9673467	1434321.20	230965.00	178	¸½½üËÑË÷002²»Âú×ã
bnitems	9991479517896860260	3430990.75	233973.82	178	8344169398048163091	0.0023	3.9673467	434322.20	230965.00	178	¸½½üËÑË÷002²»Âú×ã
bnitems	9991479517896860261	13430986.75	3233969.82	179	8344169398048163092	0.0022	3.9673467	13434320.20	3230965.00	178	city²»Æ¥Åä001
